id,shortname,mktcap,lastvalue,change,percentchange,direction,stk_details,volume,url
PEP02,Prestige Estate,"11,551.88",308.05,7.85,2.61,1,[],17.00k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/prestigeestatesprojects/PEP02
SD6,Sobha,"4,116.78",434.05,19.55,4.72,1,[],19.78k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/sobha/SD6
IE06,Sunteck Realty,"6,512.35",445.00,9.00,2.06,1,[],21.02k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/sunteckrealty/SR05
U,Unitech,141.28,0.54,0.02,3.85,1,[],36.23k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/unitech/U
ABB,ABB India,"30,439.58","1,436.45",-12.05,-0.83,-1,[],768,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/abbindia/ABB
AP26,Adani Power,"27,577.11",71.50,1.55,2.22,1,[],474.70k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanipower/AP11
BHE,BHEL,"19,429.91",55.80,-0.25,-0.45,-1,[],412.54k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE
CES,CESC,"10,513.10",793.10,-9.90,-1.23,-1,[],6.37k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/cesc/CES
CG,CG Power ,"1,011.57",16.14,0.76,4.94,1,[],637.51k,http://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG
GI27,GMR Infra,"12,464.23",20.65,0.05,0.24,1,[],389.03k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27
JE02,JSW Energy,"11,969.61",72.90,-0.40,-0.55,-1,[],7.82k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/jswenergy/JE01
N07,NHPC,"23,656.06",23.55,-0.15,-0.63,-1,[],17.78k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nhpc/N07
NTP,NTPC,"119,130.47",120.40,-0.15,-0.12,-1,[],51.83k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/ntpc/NTP
PGC,Power Grid Corp,"102,434.53",195.80,0.35,0.18,1,[],2.44m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC
PTC01,PTC India,"1,687.25",57.00,-0.10,-0.18,-1,[],15.89k,http://www.moneycontrol.com/india/stockpricequote/trading/ptcindia/PTC02
BSE,Reliance Infra,"1,124.28",42.75,2.00,4.91,1,[],466.15k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/relianceinfrastructure/RI38
RP,Reliance Power,"1,161.32",4.14,0.07,1.72,1,[],2.56m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/reliancepower/RP
S,Siemens,"59,838.89","1,680.30",1.35,0.08,1,[],2.18k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S
SE17,Suzlon Energy,"1,505.50",2.83,-0.02,-0.70,-1,[],420.66k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/suzlonenergy/SE17
TPC,Tata Power,"15,714.73",58.10,-0.55,-0.94,-1,[],136.30k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/tatapowercompany/TPC
T,Thermax,"13,488.49","1,132.00",-11.45,-1.00,-1,[],239,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/thermax/T
TP13,Torrent Power,"14,259.90",296.70,16.85,6.02,1,[],210.67k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/torrentpower/TP14
AP22,Ajanta Pharma,"8,748.38","1,002.55",0.25,0.02,1,[],131.26k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22
ARB,Amara Raja Batt,"11,222.38",657.00,-0.35,-0.05,-1,[],108.83k,http://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/amararajabatteries/ARB
AHE,Apollo Hospital,"19,700.12","1,416.00",1.05,0.07,1,[],168.65k,http://www.moneycontrol.com/india/stockpricequote/hospitals-medical-services/apollohospitalsenterprises/AHE
AT,Apollo Tyres,"9,893.60",172.95,-6.90,-3.84,-1,[],2.45m,http://www.moneycontrol.com/india/stockpricequote/tyres/apollotyres/AT14
BI03,Balkrishna Ind,"16,832.13",870.70,13.80,1.61,1,[],161.75k,http://www.moneycontrol.com/india/stockpricequote/tyres/balkrishnaindustries/BI03
BOI,Bank of India,"22,692.69",69.25,-1.15,-1.63,-1,[],5.47m,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/bankofindia/BOI
BPI02,Berger Paints,"48,619.61",500.65,2.35,0.47,1,[],1.24m,http://www.moneycontrol.com/india/stockpricequote/paints-varnishes/bergerpaintsindia/BPI02
BFC,Bharat Forge,"21,181.95",454.95,-9.60,-2.07,-1,[],351.01k,http://www.moneycontrol.com/india/stockpricequote/castings-forgings/bharatforge/BF03
CB06,Canara Bank,"15,309.70",203.25,-3.55,-1.72,-1,[],3.00m,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/canarabank/CB06
CI01,Castrol,"14,985.20",151.50,0.75,0.50,1,[],279.84k,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
CTI,Century,"4,395.23",393.50,-0.60,-0.15,-1,[],267.89k,http://www.moneycontrol.com/india/stockpricequote/diversified/centurytextilesindustries/CTI
CIF01,Cholamandalam,"23,287.27",297.85,-18.75,-5.92,-1,[],1.59m,http://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/cholamandalaminvestmentfinancecompany/CDB
CI02,Cummins,"15,061.66",543.35,-3.15,-0.58,-1,[],78.09k,http://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02
DHF,Dewan Housing,663.74,21.15,1.00,4.96,1,[],221.83k,http://www.moneycontrol.com/india/stockpricequote/finance-housing/dewanhousingfinancecorporation/DHF
DTV,Dish TV,"2,688.28",14.60,0.10,0.69,1,[],24.24m,http://www.moneycontrol.com/india/stockpricequote/media-entertainment/dishtvindia/DTV
DL03,Divis Labs,"44,337.23","1,670.15",-17.30,-1.03,-1,[],517.50k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/divislaboratories/DL03
EI,Exide Ind,"16,188.25",190.45,1.75,0.93,1,[],836.08k,http://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/exideindustries/EI
FB,Federal Bank,"16,620.03",83.50,-0.90,-1.07,-1,[],3.78m,http://www.moneycontrol.com/india/stockpricequote/banks-private-sector/federalbank/FB
GP08,Glenmark,"8,689.37",307.95,-9.15,-2.89,-1,[],787.62k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/glenmarkpharma/GP08
GI27,GMR Infra,"12,464.23",20.65,0.00,0,0,[],2.89m,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27
GS,Godrej Ind,"14,303.17",425.10,3.15,0.75,1,[],104.01k,http://www.moneycontrol.com/india/stockpricequote/personal-care/godrejindustries/GI23
IDB,IDBI Bank,"34,307.86",33.05,-0.75,-2.22,-1,[],480.27k,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/idbibank/IDB05
IDF01,IDFC First Bank,"20,207.19",42.25,-0.80,-1.86,-1,[],4.36m,http://www.moneycontrol.com/india/stockpricequote/banks-private-sector/idfcfirstbank/IDF01
IG04,IGL,"27,104.03",387.20,-0.85,-0.22,-1,[],402.34k,http://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/indraprasthagas/IG04
IB04,Indian Bank,"6,257.24",127.30,-1.40,-1.09,-1,[],299.03k,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/indianbank/IB04
JSP,Jindal Steel,"14,208.82",139.30,5.25,3.92,1,[],21.84m,http://www.moneycontrol.com/india/stockpricequote/steel-sponge-iron/jindalsteelpower/JSP
JF04,Jubilant Food,"20,514.59","1,554.50",-29.35,-1.85,-1,[],183.83k,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04
MMF04,M&M Financial,"21,349.96",345.60,-3.00,-0.86,-1,[],301.61k,http://www.moneycontrol.com/india/stockpricequote/finance-leasing-hire-purchase/mahindramahindrafinancialservices/MMF04
MC20,Mindtree,"11,630.27",706.70,-3.35,-0.47,-1,[],94.18k,http://www.moneycontrol.com/india/stockpricequote/computers-software/mindtree/MT13
MRP,MRPL,"8,973.31",51.20,0.80,1.59,1,[],207.95k,http://www.moneycontrol.com/india/stockpricequote/refineries/mangalorerefinerypetrochemicals/MRP
MF19,Muthoot Finance,"27,454.21",685.10,-19.40,-2.75,-1,[],327.91k,http://www.moneycontrol.com/india/stockpricequote/finance-investments/muthootfinance/MF10
NAC,NALCO,"8,647.14",46.35,-0.30,-0.64,-1,[],1.83m,http://www.moneycontrol.com/india/stockpricequote/aluminium/nationalaluminiumcompany/NAC
NBC,NBCC (India),"6,786.00",37.70,0.50,1.34,1,[],6.12m,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nbccindia/NBC01
PI35,Page Industries,"26,592.68","23,841.65",-315.50,-1.31,-1,[],5.28k,http://www.moneycontrol.com/india/stockpricequote/textiles-readymade-apparels/pageindustries/PI35
PNB05,PNB,"29,235.70",63.50,-1.25,-1.93,-1,[],13.48m,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/punjabnationalbank/PNB05
PFC02,Power Finance,"29,067.30",110.10,-1.80,-1.61,-1,[],3.42m,http://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/powerfinancecorporation/PFC02
MC,Ramco Cements,"18,603.50",789.70,-1.35,-0.17,-1,[],31.51k,http://www.moneycontrol.com/india/stockpricequote/cement-major/theramcocements/MC
RB02,RBL Bank,"12,887.52",299.30,0.20,0.07,1,[],3.05m,http://www.moneycontrol.com/india/stockpricequote/banks-private-sector/rblbank/RB03
REC02,REC,"26,878.63",136.10,-1.30,-0.95,-1,[],1.58m,http://www.moneycontrol.com/india/stockpricequote/finance-term-lending-institutions/rec/REC02
BSE,Reliance Infra,"1,116.39",42.45,2.00,4.94,1,[],1.44m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/relianceinfrastructure/RI38
RP,Reliance Power,"1,164.13",4.15,0.15,3.75,1,[],12.39m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/reliancepower/RP
SRF,SRF,"17,433.84","3,033.00",75.55,2.55,1,[],637.40k,http://www.moneycontrol.com/india/stockpricequote/textiles-manmade/srf/SRF
TC,Tata Chemicals,"16,292.94",639.55,2.70,0.42,1,[],124.92k,http://www.moneycontrol.com/india/stockpricequote/chemicals/tatachemicals/TC
TT,Tata Global Bev,"18,933.89",300.00,-0.50,-0.17,-1,[],961.45k,http://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/tataglobalbeverage/TT
TPC,Tata Power,"15,714.73",58.10,-0.60,-1.02,-1,[],1.60m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/tatapowercompany/TPC
TP06,Torrent Pharma,"30,702.92","1,814.35",22.70,1.27,1,[],46.56k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/torrentpharmaceuticals/TP06
TVS,TVS Motor,"21,687.73",456.50,-2.35,-0.51,-1,[],387.08k,http://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/tvsmotorcompany/TVS
UBI01,Union Bank,"19,321.81",56.45,-0.75,-1.31,-1,[],3.03m,http://www.moneycontrol.com/india/stockpricequote/banks-public-sector/unionbankindia/UBI01
UBB,United Brewerie,"32,420.04","1,226.15",8.30,0.68,1,[],1.82m,http://www.moneycontrol.com/india/stockpricequote/breweries-distilleries/unitedbreweries/UB02
V,Voltas,"22,253.65",672.55,-6.95,-1.02,-1,[],324.84k,http://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V
AET02,Advanced Enzyme,"2,009.06",179.90,-7.10,-3.80,-1,[],35.28k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET
AS28,Avenue Supermar,"123,943.18","1,986.00",9.70,0.49,1,[],9.83k,http://www.moneycontrol.com/india/stockpricequote/retail/avenuesupermarts/AS19
CE10,CL Educate,114.74,81.00,0.00,0,0,[],0,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/cleducate/CE09
DB03,Dilip Buildcon,"5,881.10",430.00,4.90,1.15,1,[],14.84k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/dilipbuildcon/DB04
ET04,Endurance Techn,"15,558.72","1,106.10",2.55,0.23,1,[],28,http://www.moneycontrol.com/india/stockpricequote/auto-2-3-wheelers/endurancetechnologies/ET01
EL01,Eris Life,"5,695.38",414.15,1.95,0.47,1,[],73,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/erislifesciences/EL01
A11,GNA Axles,596.74,278.00,0.40,0.14,1,[],5.12k,http://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/gnaaxles/A03
GH02,GTPL Hathway,814.79,72.45,0.15,0.21,1,[],225,http://www.moneycontrol.com/india/stockpricequote/media-entertainment/gtplhathway/GH02
HEP,HPL Electric & ,271.99,42.30,0.00,0,0,[],0,http://www.moneycontrol.com/india/stockpricequote/electric-equipment/hplelectricpower/HEP
HUD,HUDCO,"8,347.92",41.70,1.90,4.77,1,[],273.25k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/housingurbandevelopmentcorporation/HUD
IPL01,ICICI Prudentia,"73,292.43",510.45,0.70,0.14,1,[],12.79k,http://www.moneycontrol.com/india/stockpricequote/finance-general/iciciprudentiallifeinsurancecompany/IPL01
LI09,L&T Infotech,"28,682.71","1,648.90",-19.45,-1.17,-1,[],663,http://www.moneycontrol.com/india/stockpricequote/computers-software/larsentoubroinfotech/LI12
LTS,L&T Technology,"15,667.78","1,501.55",-0.50,-0.03,-1,[],823,http://www.moneycontrol.com/india/stockpricequote/computers-software/lttechnologyservices/LTS
LL06,Laurus Labs,"4,006.09",374.70,6.30,1.71,1,[],1.19k,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/lauruslabs/LL05
MG02,Mahanagar Gas,"9,563.17",968.15,8.10,0.84,1,[],2.21k,http://www.moneycontrol.com/india/stockpricequote/refineries/mahanagargas/MG02
MB04,Music Broadcast,837.94,30.30,-0.20,-0.66,-1,[],484,http://www.moneycontrol.com/india/stockpricequote/media-entertainment/musicbroadcast/MB05
PHF,PNB Housing Fin,"9,432.70",561.00,-4.85,-0.86,-1,[],27.51k,http://www.moneycontrol.com/india/stockpricequote/finance-housing/pnbhousingfinance/PHF
PP33,PSP Projects,"1,935.36",537.60,-6.15,-1.13,-1,[],112,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/pspprojects/PP26
QC,Quess Corp,"7,492.71",510.20,-0.35,-0.07,-1,[],2.38k,http://www.moneycontrol.com/india/stockpricequote/engineering/quesscorp/QC
RB02,RBL Bank,"12,891.83",299.40,0.25,0.08,1,[],207.70k,http://www.moneycontrol.com/india/stockpricequote/banks-private-sector/rblbank/RB03
CCL04,S Chand and Co,241.50,69.05,-2.80,-3.90,-1,[],2.04k,http://www.moneycontrol.com/india/stockpricequote/printing-stationery/schandcompanylimited/CCL
A09,S P Apparels,521.56,203.00,0.00,0,0,[],0,http://www.moneycontrol.com/india/stockpricequote/textiles-general/spapparels/A
SBP02,Shankara Buildi,813.89,356.20,0.70,0.20,1,[],1.40k,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/shankarabuildingproducts/SBP02
SF30,Sheela Foam,"6,024.68","1,235.00",0.00,0,0,[],0,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/sheelafoam/SF14
TN,Tejas Networks,721.60,78.30,1.05,1.36,1,[],682,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/tejasnetworks/TN
VB05,Varun Beverages,"21,016.54",728.00,26.20,3.73,1,[],26.89k,http://www.moneycontrol.com/india/stockpricequote/food-processing/varunbeverages/VB05
BE08,Brigade Ent,"4,218.89",206.50,0.95,0.46,1,[],124.33k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/brigadeenterprises/BE08
D04,DLF,"46,387.34",187.40,3.05,1.65,1,[],5.43m,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/dlf/D04
GP11,Godrej Prop,"24,795.32",983.85,28.70,3.00,1,[],245.59k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/godrejproperties/GP11
IRE01,Indiabulls Real,"3,041.70",66.90,3.15,4.94,1,[],1.85m,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/indiabullsrealestate/IRE01
OR,Oberoi Realty,"18,369.19",505.20,5.10,1.02,1,[],114.62k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/oberoirealty/OR
PM02,Phoenix Mills,"10,861.13",708.25,3.00,0.43,1,[],9.23k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/phoenixmills/PM02
PEP02,Prestige Estate,"11,551.88",308.05,8.15,2.72,1,[],345.53k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/prestigeestatesprojects/PEP02
SD6,Sobha,"4,122.48",434.65,20.95,5.06,1,[],264.65k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/sobha/SD6
IE06,Sunteck Realty,"6,512.35",445.00,8.70,1.99,1,[],84.26k,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-real-estate/sunteckrealty/SR05
U,Unitech,143.90,0.55,0.00,0,0,[],2.95m,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/unitech/U
MPS,Adani Ports,"79,085.94",389.25,-0.75,-0.19,-1,[],384.45k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/adaniportsspecialeconomiczone/MPS
AP26,Adani Power,"27,577.11",71.50,1.60,2.29,1,[],6.11m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/adanipower/AP11
BTV,Bharti Airtel,"192,551.21",375.20,-8.75,-2.28,-1,[],2.52m,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/bhartiairtel/BA08
BI26,Bharti Infratel,"40,617.40",219.60,-2.55,-1.15,-1,[],6.31m,http://www.moneycontrol.com/india/stockpricequote/telecommunications-equipment/bhartiinfratel/BI14
BHE,BHEL,"19,464.73",55.90,-0.15,-0.27,-1,[],3.91m,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/bharatheavyelectricals/BHE
CG,CG Power ,"1,002.79",16.00,0.75,4.92,1,[],1.14m,http://www.moneycontrol.com/india/stockpricequote/electric-equipment/cgpowerindustrialsolutions/CG
CCI,Container Corp,"35,138.01",576.70,-0.15,-0.03,-1,[],132.20k,http://www.moneycontrol.com/india/stockpricequote/transport-logistics/containercorporationindia/CCI
EI14,EngineersInd,"7,327.01",115.95,0.65,0.56,1,[],475.42k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/engineersindia/EI14
GI27,GMR Infra,"12,464.23",20.65,0.00,0,0,[],2.89m,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/gmrinfrastructure/GI27
IA05,Interglobe Avi,"56,492.62","1,468.65",6.20,0.42,1,[],593.07k,http://www.moneycontrol.com/india/stockpricequote/transport-logistics/interglobeaviation/IA04
IID01,IRB Infra,"2,584.91",73.55,-1.80,-2.39,-1,[],295.47k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/irbinfrastructuredevelopers/IID01
LT,Larsen,"202,613.99","1,443.55",3.75,0.26,1,[],778.39k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/larsentoubro/LT
NBC,NBCC (India),"6,786.00",37.70,0.50,1.34,1,[],6.12m,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/nbccindia/NBC01
NCC01,NCC,"3,339.60",55.60,-2.50,-4.30,-1,[],11.65m,http://www.moneycontrol.com/india/stockpricequote/construction-contracting-civil/ncc/NCC01
N07,NHPC,"23,706.28",23.60,-0.10,-0.42,-1,[],394.44k,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/nhpc/N07
NTP,NTPC,"118,982.05",120.25,-0.35,-0.29,-1,[],1.14m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/ntpc/NTP
PGC,Power Grid Corp,"102,460.68",195.85,0.45,0.23,1,[],2.20m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC
RCV02,Reliance Comm,193.59,0.70,0.00,0,0,[],10.59m,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/reliancecommunications/RC13
BSE,Reliance Infra,"1,116.39",42.45,2.00,4.94,1,[],1.44m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/relianceinfrastructure/RI38
RP,Reliance Power,"1,164.13",4.15,0.15,3.75,1,[],12.39m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/reliancepower/RP
S,Siemens,"59,869.16","1,681.15",3.75,0.22,1,[],97.52k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/siemens/S
VSN,Tata Comm,"10,289.93",361.05,0.80,0.22,1,[],19.69k,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/tatacommunications/TC17
TPC,Tata Power,"15,714.73",58.10,-0.60,-1.02,-1,[],1.60m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/tatapowercompany/TPC
IC8,Vodafone Idea,"11,350.48",3.95,-0.25,-5.95,-1,[],67.98m,http://www.moneycontrol.com/india/stockpricequote/telecommunications-service/vodafoneidealimited/IC8
V,Voltas,"22,253.65",672.55,-6.95,-1.02,-1,[],324.84k,http://www.moneycontrol.com/india/stockpricequote/diversified/voltas/V
BPC,BPCL,"112,323.91",517.80,0.30,0.06,1,[],1.13m,http://www.moneycontrol.com/india/stockpricequote/refineries/bharatpetroleumcorporation/BPC
GAI,GAIL,"61,952.95",136.20,-1.20,-0.87,-1,[],1.82m,http://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/gailindia/GAI
HPC,HPCL,"47,314.69",310.50,-2.00,-0.64,-1,[],862.66k,http://www.moneycontrol.com/india/stockpricequote/refineries/hindustanpetroleumcorporation/HPC
IOC,IOC,"128,220.84",136.20,-0.80,-0.58,-1,[],3.16m,http://www.moneycontrol.com/india/stockpricequote/refineries/indianoilcorporation/IOC
NTP,NTPC,"118,982.05",120.25,-0.35,-0.29,-1,[],1.14m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/ntpc/NTP
ONG,ONGC,"182,791.46",145.30,-1.05,-0.72,-1,[],1.47m,http://www.moneycontrol.com/india/stockpricequote/oil-drilling-and-exploration/oilnaturalgascorporation/ONG
PGC,Power Grid Corp,"102,460.68",195.85,0.45,0.23,1,[],2.20m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/powergridcorporationindia/PGC
RI,Reliance,"907,609.08","1,431.75",-15.55,-1.07,-1,[],1.81m,http://www.moneycontrol.com/india/stockpricequote/refineries/relianceindustries/RI
BSE,Reliance Infra,"1,116.39",42.45,2.00,4.94,1,[],1.44m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/relianceinfrastructure/RI38
TPC,Tata Power,"15,714.73",58.10,-0.60,-1.02,-1,[],1.60m,http://www.moneycontrol.com/india/stockpricequote/power-generation-distribution/tatapowercompany/TPC
BI,Britannia,"77,222.68","3,213.35",-18.40,-0.57,-1,[],88.05k,http://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI
CPI,Colgate,"42,017.70","1,544.85",21.90,1.44,1,[],319.87k,http://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI
DI,Dabur India,"85,243.16",482.40,1.05,0.22,1,[],1.95m,http://www.moneycontrol.com/india/stockpricequote/personal-care/daburindia/DI
E05,Emami,"14,771.05",325.40,-3.15,-0.96,-1,[],39.52k,http://www.moneycontrol.com/india/stockpricequote/personal-care/emami/E06
SB,GlaxoSmith Con,"38,762.59","9,217.00",-2.90,-0.03,-1,[],1.19k,http://www.moneycontrol.com/india/stockpricequote/food-processing/glaxosmithklineconsumerhealthcare/GSC04
GCP,Godrej Consumer,"75,282.94",736.40,14.90,2.07,1,[],826.65k,http://www.moneycontrol.com/india/stockpricequote/personal-care/godrejconsumerproducts/GCP
GS,Godrej Ind,"14,303.17",425.10,3.15,0.75,1,[],104.01k,http://www.moneycontrol.com/india/stockpricequote/personal-care/godrejindustries/GI23
HL,HUL,"469,342.08","2,168.05",-4.10,-0.19,-1,[],202.04k,http://www.moneycontrol.com/india/stockpricequote/personal-care/hindustanunilever/HU
ITC,ITC,"319,878.77",260.35,-2.55,-0.97,-1,[],2.28m,http://www.moneycontrol.com/india/stockpricequote/cigarettes/itc/ITC
JF04,Jubilant Food,"20,514.59","1,554.50",-29.35,-1.85,-1,[],183.83k,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/jubilantfoodworks/JF04
MI25,Marico,"46,822.55",362.70,-3.70,-1.01,-1,[],380.61k,http://www.moneycontrol.com/india/stockpricequote/personal-care/marico/M13
PGI,P and G,"38,401.86","11,830.25",-51.15,-0.43,-1,[],616,http://www.moneycontrol.com/india/stockpricequote/personal-care/proctergamblehygienehealthcare/PGH
TT,Tata Global Bev,"18,933.89",300.00,-0.50,-0.17,-1,[],961.45k,http://www.moneycontrol.com/india/stockpricequote/plantations-tea-coffee/tataglobalbeverage/TT
UBB,United Brewerie,"32,420.04","1,226.15",8.30,0.68,1,[],1.82m,http://www.moneycontrol.com/india/stockpricequote/breweries-distilleries/unitedbreweries/UB02
MC08,United Spirits,"45,778.24",630.00,1.20,0.19,1,[],254.28k,http://www.moneycontrol.com/india/stockpricequote/breweries-distilleries/unitedspirits/US
B3M,3M India,"25,177.43","22,350.00",-106.50,-0.47,-1,[],382,http://www.moneycontrol.com/india/stockpricequote/diversified/3mindia/MI42
ABB,ABB India,"30,473.48","1,438.05",-10.30,-0.71,-1,[],13.42k,http://www.moneycontrol.com/india/stockpricequote/infrastructure-general/abbindia/ABB
GAC,Ambuja Cements,"39,832.04",200.60,-0.95,-0.47,-1,[],450.59k,http://www.moneycontrol.com/india/stockpricequote/cement-major/ambujacements/AC18
AL,Ashok Leyland,"21,943.07",74.75,-0.20,-0.27,-1,[],4.15m,http://www.moneycontrol.com/india/stockpricequote/auto-lcvs-hcvs/ashokleyland/AL
BI01,Bata India,"22,126.02","1,721.50",16.80,0.99,1,[],331.63k,http://www.moneycontrol.com/india/stockpricequote/leather-products/bataindia/BI01
MIC,Bosch,"45,580.06","15,454.20",-226.85,-1.45,-1,[],18.17k,http://www.moneycontrol.com/india/stockpricequote/auto-ancillaries/bosch/B05
BI,Britannia,"77,222.68","3,213.35",-18.40,-0.57,-1,[],88.05k,http://www.moneycontrol.com/india/stockpricequote/food-processing/britanniaindustries/BI
CI01,Castrol,"14,985.20",151.50,0.75,0.50,1,[],279.84k,http://www.moneycontrol.com/india/stockpricequote/lubricants/castrolindia/CI01
CPI,Colgate,"42,017.70","1,544.85",21.90,1.44,1,[],319.87k,http://www.moneycontrol.com/india/stockpricequote/personal-care/colgatepalmoliveindia/CPI
CRI,CRISIL,"10,816.11","1,496.00",-2.70,-0.18,-1,[],13.15k,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/crisil/CRI
CI02,Cummins,"15,061.66",543.35,-3.15,-0.58,-1,[],78.09k,http://www.moneycontrol.com/india/stockpricequote/engines/cumminsindia/CI02
SB,GlaxoSmith Con,"38,762.59","9,217.00",-2.90,-0.03,-1,[],1.19k,http://www.moneycontrol.com/india/stockpricequote/food-processing/glaxosmithklineconsumerhealthcare/GSC04
